Model,Scenario,Scenario_Category,Category_name
AIM/CGE 2.0,ADVANCE_2020_1.5C-2100,failed-vetting,failed-vetting
AIM/CGE 2.0,ADVANCE_2020_Med2C,failed-vetting,failed-vetting
AIM/CGE 2.0,ADVANCE_2020_WB2C,failed-vetting,failed-vetting
AIM/CGE 2.0,ADVANCE_2030_Med2C,failed-vetting,failed-vetting
AIM/CGE 2.0,ADVANCE_2030_Price1.5C,failed-vetting,failed-vetting
AIM/CGE 2.0,ADVANCE_2030_WB2C,failed-vetting,failed-vetting
AIM/CGE 2.0,ADVANCE_INDC,failed-vetting,failed-vetting
AIM/CGE 2.0,ADVANCE_NoPolicy,failed-vetting,failed-vetting
AIM/CGE 2.0,ADVANCE_Reference,failed-vetting,failed-vetting
AIM/CGE 2.0,EMF30_BCOC-EndU,failed-vetting,failed-vetting
AIM/CGE 2.0,EMF30_Baseline,failed-vetting,failed-vetting
AIM/CGE 2.0,EMF30_CH4-Only,failed-vetting,failed-vetting
AIM/CGE 2.0,EMF30_ClimPolicy,failed-vetting,failed-vetting
AIM/CGE 2.0,EMF30_ClimPolicy+SLCF,failed-vetting,failed-vetting
AIM/CGE 2.0,EMF30_D_BCOC-Red,failed-vetting,failed-vetting
AIM/CGE 2.0,EMF30_D_CH4-ClimPolicy,failed-vetting,failed-vetting
AIM/CGE 2.0,EMF30_D_CO2-Only,failed-vetting,failed-vetting
AIM/CGE 2.0,EMF30_D_Frozen-CH4,failed-vetting,failed-vetting
AIM/CGE 2.0,EMF30_D_Frozen-EF,failed-vetting,failed-vetting
AIM/CGE 2.0,EMF30_D_Frozen-EF-EndU,failed-vetting,failed-vetting
AIM/CGE 2.0,EMF30_D_Frozen-EF-SLCF,failed-vetting,failed-vetting
AIM/CGE 2.0,EMF30_SLCF,failed-vetting,failed-vetting
AIM/CGE 2.0,EMF30_Slower-Action,failed-vetting,failed-vetting
AIM/CGE 2.0,EMF30_Slower-Action+SLCF,failed-vetting,failed-vetting
AIM/CGE 2.0,EMF30_Slower-to-faster,failed-vetting,failed-vetting
AIM/CGE 2.0,EMF30_Slower-to-faster+SLCF,failed-vetting,failed-vetting
AIM/CGE 2.0,EMF30_Slower-to-faster+SLCF+HFC,failed-vetting,failed-vetting
AIM/CGE 2.0,SFCM_SSP2_Bio_1p5Degree,failed-vetting,failed-vetting
AIM/CGE 2.0,SFCM_SSP2_Bio_2Degree,failed-vetting,failed-vetting
AIM/CGE 2.0,SFCM_SSP2_Bio_Baseline,failed-vetting,failed-vetting
AIM/CGE 2.0,SFCM_SSP2_EEEI_1p5Degree,failed-vetting,failed-vetting
AIM/CGE 2.0,SFCM_SSP2_EEEI_2Degree,failed-vetting,failed-vetting
AIM/CGE 2.0,SFCM_SSP2_EEEI_Baseline,failed-vetting,failed-vetting
AIM/CGE 2.0,SFCM_SSP2_LifeStyle_1p5Degree,failed-vetting,failed-vetting
AIM/CGE 2.0,SFCM_SSP2_LifeStyle_2Degree,failed-vetting,failed-vetting
AIM/CGE 2.0,SFCM_SSP2_LifeStyle_Baseline,failed-vetting,failed-vetting
AIM/CGE 2.0,SFCM_SSP2_Ref_1p5Degree,failed-vetting,failed-vetting
AIM/CGE 2.0,SFCM_SSP2_Ref_2Degree,failed-vetting,failed-vetting
AIM/CGE 2.0,SFCM_SSP2_Ref_Baseline,failed-vetting,failed-vetting
AIM/CGE 2.0,SFCM_SSP2_ST_CCS_1p5Degree,failed-vetting,failed-vetting
AIM/CGE 2.0,SFCM_SSP2_ST_CCS_2Degree,failed-vetting,failed-vetting
AIM/CGE 2.0,SFCM_SSP2_ST_CCS_Baseline,failed-vetting,failed-vetting
AIM/CGE 2.0,SFCM_SSP2_ST_bio_1p5Degree,failed-vetting,failed-vetting
AIM/CGE 2.0,SFCM_SSP2_ST_bio_2Degree,failed-vetting,failed-vetting
AIM/CGE 2.0,SFCM_SSP2_ST_bio_Baseline,failed-vetting,failed-vetting
AIM/CGE 2.0,SFCM_SSP2_ST_nuclear_1p5Degree,failed-vetting,failed-vetting
AIM/CGE 2.0,SFCM_SSP2_ST_nuclear_2Degree,failed-vetting,failed-vetting
AIM/CGE 2.0,SFCM_SSP2_ST_nuclear_Baseline,failed-vetting,failed-vetting
AIM/CGE 2.0,SFCM_SSP2_ST_solar_1p5Degree,failed-vetting,failed-vetting
AIM/CGE 2.0,SFCM_SSP2_ST_solar_2Degree,failed-vetting,failed-vetting
AIM/CGE 2.0,SFCM_SSP2_ST_solar_Baseline,failed-vetting,failed-vetting
AIM/CGE 2.0,SFCM_SSP2_ST_wind_1p5Degree,failed-vetting,failed-vetting
AIM/CGE 2.0,SFCM_SSP2_ST_wind_2Degree,failed-vetting,failed-vetting
AIM/CGE 2.0,SFCM_SSP2_ST_wind_Baseline,failed-vetting,failed-vetting
AIM/CGE 2.0,SFCM_SSP2_SupTech_1p5Degree,failed-vetting,failed-vetting
AIM/CGE 2.0,SFCM_SSP2_SupTech_2Degree,failed-vetting,failed-vetting
AIM/CGE 2.0,SFCM_SSP2_SupTech_Baseline,failed-vetting,failed-vetting
AIM/CGE 2.0,SFCM_SSP2_combined_1p5Degree,failed-vetting,failed-vetting
AIM/CGE 2.0,SFCM_SSP2_combined_2Degree,failed-vetting,failed-vetting
AIM/CGE 2.0,SFCM_SSP2_combined_Baseline,failed-vetting,failed-vetting
AIM/CGE 2.0,SSP1-19,failed-vetting,failed-vetting
AIM/CGE 2.0,SSP1-26,C3,C3: limit warming to 2°C (>67%)
AIM/CGE 2.0,SSP1-34,C5,C5: limit warming to 2.5°C (>50%)
AIM/CGE 2.0,SSP1-45,C6,C6: limit warming to 3°C (>50%)
AIM/CGE 2.0,SSP1-Baseline,C7,C7: limit warming to 4°C (>50%)
AIM/CGE 2.0,SSP2-19,failed-vetting,failed-vetting
AIM/CGE 2.0,SSP2-26,failed-vetting,failed-vetting
AIM/CGE 2.0,SSP2-34,failed-vetting,failed-vetting
AIM/CGE 2.0,SSP2-45,failed-vetting,failed-vetting
AIM/CGE 2.0,SSP2-60,failed-vetting,failed-vetting
AIM/CGE 2.0,SSP2-Baseline,failed-vetting,failed-vetting
AIM/CGE 2.0,SSP3-34,failed-vetting,failed-vetting
AIM/CGE 2.0,SSP3-45,failed-vetting,failed-vetting
AIM/CGE 2.0,SSP3-60,failed-vetting,failed-vetting
AIM/CGE 2.0,SSP3-Baseline,failed-vetting,failed-vetting
AIM/CGE 2.0,SSP4-26,C3,C3: limit warming to 2°C (>67%)
AIM/CGE 2.0,SSP4-34,C5,C5: limit warming to 2.5°C (>50%)
AIM/CGE 2.0,SSP4-45,C6,C6: limit warming to 3°C (>50%)
AIM/CGE 2.0,SSP4-Baseline,C7,C7: limit warming to 4°C (>50%)
AIM/CGE 2.0,SSP5-26,failed-vetting,failed-vetting
AIM/CGE 2.0,SSP5-34,failed-vetting,failed-vetting
AIM/CGE 2.0,SSP5-45,failed-vetting,failed-vetting
AIM/CGE 2.0,SSP5-60,failed-vetting,failed-vetting
AIM/CGE 2.0,SSP5-Baseline,failed-vetting,failed-vetting
AIM/CGE 2.1,CD-LINKS_INDC2030i_1600,C5,C5: limit warming to 2.5°C (>50%)
AIM/CGE 2.1,CD-LINKS_INDCi,C7,C7: limit warming to 4°C (>50%)
AIM/CGE 2.1,CD-LINKS_NDC2030i_1000,C4,C4: limit warming to 2°C (>50%)
AIM/CGE 2.1,CD-LINKS_NPi,failed-vetting,failed-vetting
AIM/CGE 2.1,CD-LINKS_NPi2020_1000,C3,C3: limit warming to 2°C (>67%)
AIM/CGE 2.1,CD-LINKS_NPi2020_1600,C5,C5: limit warming to 2.5°C (>50%)
AIM/CGE 2.1,CD-LINKS_NPi2020_400,C1,C1: limit warming to 1.5°C (>50%) with no or limited overshoot
AIM/CGE 2.1,CD-LINKS_NoPolicy,failed-vetting,failed-vetting
AIM/CGE 2.1,CO_2Deg2020,no-climate-assessment,no-climate-assessment
AIM/CGE 2.1,CO_2Deg2030,no-climate-assessment,no-climate-assessment
AIM/CGE 2.1,CO_BAU,no-climate-assessment,no-climate-assessment
AIM/CGE 2.1,CO_Bridge,C3,C3: limit warming to 2°C (>67%)
AIM/CGE 2.1,CO_CurPol,C7,C7: limit warming to 4°C (>50%)
AIM/CGE 2.1,CO_GPP,no-climate-assessment,no-climate-assessment
AIM/CGE 2.1,CO_NDCplus,no-climate-assessment,no-climate-assessment
AIM/CGE 2.1,EMF33_Baseline,failed-vetting,failed-vetting
AIM/CGE 2.1,EMF33_Med2C_cost100,failed-vetting,failed-vetting
AIM/CGE 2.1,EMF33_Med2C_full,failed-vetting,failed-vetting
AIM/CGE 2.1,EMF33_Med2C_nobeccs,failed-vetting,failed-vetting
AIM/CGE 2.1,EMF33_Med2C_nofuel,failed-vetting,failed-vetting
AIM/CGE 2.1,EMF33_Med2C_none,failed-vetting,failed-vetting
AIM/CGE 2.1,EMF33_WB2C_cost100,failed-vetting,failed-vetting
AIM/CGE 2.1,EMF33_WB2C_full,failed-vetting,failed-vetting
AIM/CGE 2.1,EMF33_tax_hi_full,failed-vetting,failed-vetting
AIM/CGE 2.1,EMF33_tax_hi_none,failed-vetting,failed-vetting
AIM/CGE 2.1,EMF33_tax_lo_full,failed-vetting,failed-vetting
AIM/CGE 2.1,EMF33_tax_lo_none,failed-vetting,failed-vetting
AIM/CGE 2.1,TERL_15D_LowCarbonTransportPolicy,failed-vetting,failed-vetting
AIM/CGE 2.1,TERL_15D_NoTransportPolicy,failed-vetting,failed-vetting
AIM/CGE 2.1,TERL_2D_LowCarbonTransportPolicy,failed-vetting,failed-vetting
AIM/CGE 2.1,TERL_2D_NoTransportPolicy,failed-vetting,failed-vetting
AIM/CGE 2.1,TERL_Baseline_LowCarbonTransportPolicy,failed-vetting,failed-vetting
AIM/CGE 2.1,TERL_Baseline_NoTransportPolicy,failed-vetting,failed-vetting
AIM/CGE 2.2,ADVANCE_WP2_IND-450-FullTech,no-climate-assessment,no-climate-assessment
AIM/CGE 2.2,ADVANCE_WP2_IND-Base-FullTech,no-climate-assessment,no-climate-assessment
AIM/CGE 2.2,ADVANCE_WP2_TRA-450-FullTech,no-climate-assessment,no-climate-assessment
AIM/CGE 2.2,ADVANCE_WP2_TRA-Base-FullTech,no-climate-assessment,no-climate-assessment
AIM/CGE 2.2,ADVANCE_WP2_TRA-Ctax-FullTech,no-climate-assessment,no-climate-assessment
AIM/CGE 2.2,EN_INDCi2030_1000f,C3,C3: limit warming to 2°C (>67%)
AIM/CGE 2.2,EN_INDCi2030_1200,C4,C4: limit warming to 2°C (>50%)
AIM/CGE 2.2,EN_INDCi2030_1200f,C4,C4: limit warming to 2°C (>50%)
AIM/CGE 2.2,EN_INDCi2030_1400,C4,C4: limit warming to 2°C (>50%)
AIM/CGE 2.2,EN_INDCi2030_1400f,C4,C4: limit warming to 2°C (>50%)
AIM/CGE 2.2,EN_INDCi2030_1600,C5,C5: limit warming to 2.5°C (>50%)
AIM/CGE 2.2,EN_INDCi2030_1600f,C5,C5: limit warming to 2.5°C (>50%)
AIM/CGE 2.2,EN_INDCi2030_1800,C5,C5: limit warming to 2.5°C (>50%)
AIM/CGE 2.2,EN_INDCi2030_1800f,C5,C5: limit warming to 2.5°C (>50%)
AIM/CGE 2.2,EN_INDCi2030_800f,C3,C3: limit warming to 2°C (>67%)
AIM/CGE 2.2,EN_INDCi2030_900f,C3,C3: limit warming to 2°C (>67%)
AIM/CGE 2.2,EN_INDCi2100,C6,C6: limit warming to 3°C (>50%)
AIM/CGE 2.2,EN_NPi2020_1000,C3,C3: limit warming to 2°C (>67%)
AIM/CGE 2.2,EN_NPi2020_1000f,C3,C3: limit warming to 2°C (>67%)
AIM/CGE 2.2,EN_NPi2020_1200,C3,C3: limit warming to 2°C (>67%)
AIM/CGE 2.2,EN_NPi2020_1200f,C4,C4: limit warming to 2°C (>50%)
AIM/CGE 2.2,EN_NPi2020_1400,C4,C4: limit warming to 2°C (>50%)
AIM/CGE 2.2,EN_NPi2020_1400f,C4,C4: limit warming to 2°C (>50%)
AIM/CGE 2.2,EN_NPi2020_1600,C5,C5: limit warming to 2.5°C (>50%)
AIM/CGE 2.2,EN_NPi2020_1600f,C5,C5: limit warming to 2.5°C (>50%)
AIM/CGE 2.2,EN_NPi2020_1800,C5,C5: limit warming to 2.5°C (>50%)
AIM/CGE 2.2,EN_NPi2020_1800f,C5,C5: limit warming to 2.5°C (>50%)
AIM/CGE 2.2,EN_NPi2020_300f,C1,C1: limit warming to 1.5°C (>50%) with no or limited overshoot
AIM/CGE 2.2,EN_NPi2020_400f,C2,C2: return warming to 1.5°C (>50%) after a high overshoot
AIM/CGE 2.2,EN_NPi2020_500f,C2,C2: return warming to 1.5°C (>50%) after a high overshoot
AIM/CGE 2.2,EN_NPi2020_600,C1,C1: limit warming to 1.5°C (>50%) with no or limited overshoot
AIM/CGE 2.2,EN_NPi2020_600f,C2,C2: return warming to 1.5°C (>50%) after a high overshoot
AIM/CGE 2.2,EN_NPi2020_700,C3,C3: limit warming to 2°C (>67%)
AIM/CGE 2.2,EN_NPi2020_700f,C3,C3: limit warming to 2°C (>67%)
AIM/CGE 2.2,EN_NPi2020_800,C3,C3: limit warming to 2°C (>67%)
AIM/CGE 2.2,EN_NPi2020_800f,C3,C3: limit warming to 2°C (>67%)
AIM/CGE 2.2,EN_NPi2020_900,C3,C3: limit warming to 2°C (>67%)
AIM/CGE 2.2,EN_NPi2020_900f,C3,C3: limit warming to 2°C (>67%)
AIM/CGE 2.2,EN_NPi2100,C7,C7: limit warming to 4°C (>50%)
AIM/Hub-Global 2.0,1.5C,C1,C1: limit warming to 1.5°C (>50%) with no or limited overshoot
AIM/Hub-Global 2.0,2.5C,C6,C6: limit warming to 3°C (>50%)
AIM/Hub-Global 2.0,2C,C5,C5: limit warming to 2.5°C (>50%)
AIM/Hub-Global 2.0,450ppmCancunP,failed-vetting,failed-vetting
AIM/Hub-Global 2.0,450ppmRCP,failed-vetting,failed-vetting
AIM/Hub-Global 2.0,450ppmeINDC,failed-vetting,failed-vetting
AIM/Hub-Global 2.0,Baseline,C7,C7: limit warming to 4°C (>50%)
AIM/Hub-Global 2.0,INDCSamePrice,failed-vetting,failed-vetting
AIM/Hub-Global 2.0,WB2C,C3,C3: limit warming to 2°C (>67%)
BET EMF33,EMF33_1.5C_cost100,failed-vetting,failed-vetting
BET EMF33,EMF33_1.5C_full,failed-vetting,failed-vetting
BET EMF33,EMF33_1.5C_nofuel,failed-vetting,failed-vetting
BET EMF33,EMF33_Baseline,failed-vetting,failed-vetting
BET EMF33,EMF33_Med2C_cost100,failed-vetting,failed-vetting
BET EMF33,EMF33_Med2C_full,failed-vetting,failed-vetting
BET EMF33,EMF33_Med2C_limbio,failed-vetting,failed-vetting
BET EMF33,EMF33_Med2C_nofuel,failed-vetting,failed-vetting
BET EMF33,EMF33_WB2C_cost100,failed-vetting,failed-vetting
BET EMF33,EMF33_WB2C_full,failed-vetting,failed-vetting
BET EMF33,EMF33_WB2C_limbio,failed-vetting,failed-vetting
BET EMF33,EMF33_WB2C_nofuel,failed-vetting,failed-vetting
BET EMF33,EMF33_tax_hi_full,failed-vetting,failed-vetting
BET EMF33,EMF33_tax_hi_none,failed-vetting,failed-vetting
BET EMF33,EMF33_tax_lo_full,failed-vetting,failed-vetting
BET EMF33,EMF33_tax_lo_none,failed-vetting,failed-vetting
C-GEM 3.0,BAU_IEO,no-climate-assessment,no-climate-assessment
C-GEM 3.0,BAU_WEO,no-climate-assessment,no-climate-assessment
C-GEM 3.0,IEO_NDC2C_ASIA,no-climate-assessment,no-climate-assessment
C-GEM 3.0,IEO_NDC2C_EUR_CHN,no-climate-assessment,no-climate-assessment
C-GEM 3.0,IEO_NDC2C_GLOBAL,no-climate-assessment,no-climate-assessment
C-GEM 3.0,IEO_NDC2C_PARTIAL,no-climate-assessment,no-climate-assessment
C-GEM 3.0,IEO_NDC2C_REF,no-climate-assessment,no-climate-assessment
C-GEM 3.0,IEO_NDC_ASIA,no-climate-assessment,no-climate-assessment
C-GEM 3.0,IEO_NDC_EUR_CHN,no-climate-assessment,no-climate-assessment
C-GEM 3.0,IEO_NDC_GLOBAL,no-climate-assessment,no-climate-assessment
C-GEM 3.0,IEO_NDC_PARTIAL,no-climate-assessment,no-climate-assessment
C-GEM 3.0,IEO_NDC_REF,no-climate-assessment,no-climate-assessment
C-GEM 3.0,IEO_NDCplus_ASIA,no-climate-assessment,no-climate-assessment
C-GEM 3.0,IEO_NDCplus_EUR_CHN,no-climate-assessment,no-climate-assessment
C-GEM 3.0,IEO_NDCplus_GLOBAL,no-climate-assessment,no-climate-assessment
C-GEM 3.0,IEO_NDCplus_PARTIAL,no-climate-assessment,no-climate-assessment
C-GEM 3.0,IEO_NDCplus_REF,no-climate-assessment,no-climate-assessment
C-GEM 3.0,WEO_NDC2C_ASIA,no-climate-assessment,no-climate-assessment
C-GEM 3.0,WEO_NDC2C_EUR_CHN,no-climate-assessment,no-climate-assessment
C-GEM 3.0,WEO_NDC2C_GLOBAL,no-climate-assessment,no-climate-assessment
C-GEM 3.0,WEO_NDC2C_PARTIAL,no-climate-assessment,no-climate-assessment
C-GEM 3.0,WEO_NDC2C_REF,no-climate-assessment,no-climate-assessment
C-GEM 3.0,WEO_NDC_ASIA,no-climate-assessment,no-climate-assessment
C-GEM 3.0,WEO_NDC_EUR_CHN,no-climate-assessment,no-climate-assessment
C-GEM 3.0,WEO_NDC_GLOBAL,no-climate-assessment,no-climate-assessment
C-GEM 3.0,WEO_NDC_PARTIAL,no-climate-assessment,no-climate-assessment
C-GEM 3.0,WEO_NDC_REF,no-climate-assessment,no-climate-assessment
C-GEM 3.0,WEO_NDCplus_ASIA,no-climate-assessment,no-climate-assessment
C-GEM 3.0,WEO_NDCplus_EUR_CHN,no-climate-assessment,no-climate-assessment
C-GEM 3.0,WEO_NDCplus_GLOBAL,no-climate-assessment,no-climate-assessment
C-GEM 3.0,WEO_NDCplus_PARTIAL,no-climate-assessment,no-climate-assessment
C-GEM 3.0,WEO_NDCplus_REF,no-climate-assessment,no-climate-assessment
C-ROADS-5.005,Ratchet-1.5-allCDR,C2,C2: return warming to 1.5°C (>50%) after a high overshoot
C-ROADS-5.005,Ratchet-1.5-limCDR,C2,C2: return warming to 1.5°C (>50%) after a high overshoot
C-ROADS-5.005,Ratchet-1.5-limCDR-noOS,C1,C1: limit warming to 1.5°C (>50%) with no or limited overshoot
C-ROADS-5.005,Ratchet-1.5-noCDR,C1,C1: limit warming to 1.5°C (>50%) with no or limited overshoot
C-ROADS-5.005,Ratchet-1.5-noCDR-noOS,C1,C1: limit warming to 1.5°C (>50%) with no or limited overshoot
C-ROADS-5.005,Reference,C8,C8: exceed warming of 4°C (>=50%)
C3IAM 1.0,SSP1_5.0,failed-vetting,failed-vetting
C3IAM 1.0,SSP1_BAU,failed-vetting,failed-vetting
C3IAM 1.0,SSP1_NDC,failed-vetting,failed-vetting
C3IAM 1.0,SSP2_5.0,failed-vetting,failed-vetting
C3IAM 1.0,SSP2_BAU,failed-vetting,failed-vetting
C3IAM 1.0,SSP2_NDC,failed-vetting,failed-vetting
C3IAM 1.0,SSP3_5.5,failed-vetting,failed-vetting
C3IAM 1.0,SSP3_BAU,failed-vetting,failed-vetting
C3IAM 1.0,SSP3_NDC,failed-vetting,failed-vetting
C3IAM 2.0,2C-hybrid,no-climate-assessment,no-climate-assessment
C3IAM 2.0,2C-normal,no-climate-assessment,no-climate-assessment
C3IAM 2.0,2C-with BECCS,no-climate-assessment,no-climate-assessment
C3IAM 2.0,2C-with CCS,no-climate-assessment,no-climate-assessment
C3IAM 2.0,SSP2 BAU,no-climate-assessment,no-climate-assessment
CGE-MOD 1.0,BAU_IEO,no-climate-assessment,no-climate-assessment
CGE-MOD 1.0,BAU_WEO,no-climate-assessment,no-climate-assessment
CGE-MOD 1.0,IEO_NDC2C_ASIA,no-climate-assessment,no-climate-assessment
CGE-MOD 1.0,IEO_NDC2C_EUR_CHN,no-climate-assessment,no-climate-assessment
CGE-MOD 1.0,IEO_NDC2C_GLOBAL,no-climate-assessment,no-climate-assessment
CGE-MOD 1.0,IEO_NDC2C_PARTIAL,no-climate-assessment,no-climate-assessment
CGE-MOD 1.0,IEO_NDC2C_REF,no-climate-assessment,no-climate-assessment
CGE-MOD 1.0,IEO_NDC_ASIA,no-climate-assessment,no-climate-assessment
CGE-MOD 1.0,IEO_NDC_EUR_CHN,no-climate-assessment,no-climate-assessment
CGE-MOD 1.0,IEO_NDC_GLOBAL,no-climate-assessment,no-climate-assessment
CGE-MOD 1.0,IEO_NDC_PARTIAL,no-climate-assessment,no-climate-assessment
CGE-MOD 1.0,IEO_NDC_REF,no-climate-assessment,no-climate-assessment
CGE-MOD 1.0,IEO_NDCplus_ASIA,no-climate-assessment,no-climate-assessment
CGE-MOD 1.0,IEO_NDCplus_EUR_CHN,no-climate-assessment,no-climate-assessment
CGE-MOD 1.0,IEO_NDCplus_GLOBAL,no-climate-assessment,no-climate-assessment
CGE-MOD 1.0,IEO_NDCplus_PARTIAL,no-climate-assessment,no-climate-assessment
CGE-MOD 1.0,IEO_NDCplus_REF,no-climate-assessment,no-climate-assessment
CGE-MOD 1.0,WEO_NDC2C_ASIA,no-climate-assessment,no-climate-assessment
CGE-MOD 1.0,WEO_NDC2C_EUR_CHN,no-climate-assessment,no-climate-assessment
CGE-MOD 1.0,WEO_NDC2C_GLOBAL,no-climate-assessment,no-climate-assessment
CGE-MOD 1.0,WEO_NDC2C_PARTIAL,no-climate-assessment,no-climate-assessment
CGE-MOD 1.0,WEO_NDC2C_REF,no-climate-assessment,no-climate-assessment
CGE-MOD 1.0,WEO_NDC_ASIA,no-climate-assessment,no-climate-assessment
CGE-MOD 1.0,WEO_NDC_EUR_CHN,no-climate-assessment,no-climate-assessment
CGE-MOD 1.0,WEO_NDC_GLOBAL,no-climate-assessment,no-climate-assessment
CGE-MOD 1.0,WEO_NDC_PARTIAL,no-climate-assessment,no-climate-assessment
CGE-MOD 1.0,WEO_NDC_REF,no-climate-assessment,no-climate-assessment
CGE-MOD 1.0,WEO_NDCplus_ASIA,no-climate-assessment,no-climate-assessment
CGE-MOD 1.0,WEO_NDCplus_EUR_CHN,no-climate-assessment,no-climate-assessment
CGE-MOD 1.0,WEO_NDCplus_GLOBAL,no-climate-assessment,no-climate-assessment
CGE-MOD 1.0,WEO_NDCplus_PARTIAL,no-climate-assessment,no-climate-assessment
CGE-MOD 1.0,WEO_NDCplus_REF,no-climate-assessment,no-climate-assessment
COFFEE 1.1,CO_2Deg2020,C4,C4: limit warming to 2°C (>50%)
COFFEE 1.1,CO_2Deg2030,C4,C4: limit warming to 2°C (>50%)
COFFEE 1.1,CO_BAU,C7,C7: limit warming to 4°C (>50%)
COFFEE 1.1,CO_Bridge,C3,C3: limit warming to 2°C (>67%)
COFFEE 1.1,CO_CurPol,C6,C6: limit warming to 3°C (>50%)
COFFEE 1.1,CO_GPP,C5,C5: limit warming to 2.5°C (>50%)
COFFEE 1.1,CO_NDCplus,C6,C6: limit warming to 3°C (>50%)
COFFEE 1.1,EN_INDCi2030_1000,C4,C4: limit warming to 2°C (>50%)
COFFEE 1.1,EN_INDCi2030_1000_COV_NDCp,failed-vetting,failed-vetting
COFFEE 1.1,EN_INDCi2030_1000_NDCp,C4,C4: limit warming to 2°C (>50%)
COFFEE 1.1,EN_INDCi2030_1000f,C5,C5: limit warming to 2.5°C (>50%)
COFFEE 1.1,EN_INDCi2030_1000f_COV_NDCp,failed-vetting,failed-vetting
COFFEE 1.1,EN_INDCi2030_1000f_NDCp,failed-vetting,failed-vetting
COFFEE 1.1,EN_INDCi2030_1200,C4,C4: limit warming to 2°C (>50%)
COFFEE 1.1,EN_INDCi2030_1200f,C5,C5: limit warming to 2.5°C (>50%)
COFFEE 1.1,EN_INDCi2030_1400,C5,C5: limit warming to 2.5°C (>50%)
COFFEE 1.1,EN_INDCi2030_1400f,C5,C5: limit warming to 2.5°C (>50%)
COFFEE 1.1,EN_INDCi2030_1600,C5,C5: limit warming to 2.5°C (>50%)
COFFEE 1.1,EN_INDCi2030_1600f,C5,C5: limit warming to 2.5°C (>50%)
COFFEE 1.1,EN_INDCi2030_1800,C5,C5: limit warming to 2.5°C (>50%)
COFFEE 1.1,EN_INDCi2030_1800f,C5,C5: limit warming to 2.5°C (>50%)
COFFEE 1.1,EN_INDCi2030_2000,C5,C5: limit warming to 2.5°C (>50%)
COFFEE 1.1,EN_INDCi2030_2000f,C5,C5: limit warming to 2.5°C (>50%)
COFFEE 1.1,EN_INDCi2030_2500,C6,C6: limit warming to 3°C (>50%)
COFFEE 1.1,EN_INDCi2030_2500f,C6,C6: limit warming to 3°C (>50%)
COFFEE 1.1,EN_INDCi2030_400f,C2,C2: return warming to 1.5°C (>50%) after a high overshoot
COFFEE 1.1,EN_INDCi2030_500,C3,C3: limit warming to 2°C (>67%)
COFFEE 1.1,EN_INDCi2030_500f,C2,C2: return warming to 1.5°C (>50%) after a high overshoot
COFFEE 1.1,EN_INDCi2030_600,C3,C3: limit warming to 2°C (>67%)
COFFEE 1.1,EN_INDCi2030_600_COV_NDCp,failed-vetting,failed-vetting
COFFEE 1.1,EN_INDCi2030_600_NDCp,C3,C3: limit warming to 2°C (>67%)
COFFEE 1.1,EN_INDCi2030_600f,C4,C4: limit warming to 2°C (>50%)
COFFEE 1.1,EN_INDCi2030_600f_COV_NDCp,failed-vetting,failed-vetting
COFFEE 1.1,EN_INDCi2030_600f_NDCp,failed-vetting,failed-vetting
COFFEE 1.1,EN_INDCi2030_700,C3,C3: limit warming to 2°C (>67%)
COFFEE 1.1,EN_INDCi2030_700f,C4,C4: limit warming to 2°C (>50%)
COFFEE 1.1,EN_INDCi2030_800,C3,C3: limit warming to 2°C (>67%)
COFFEE 1.1,EN_INDCi2030_800f,C4,C4: limit warming to 2°C (>50%)
COFFEE 1.1,EN_INDCi2030_900,C3,C3: limit warming to 2°C (>67%)
COFFEE 1.1,EN_INDCi2030_900f,C4,C4: limit warming to 2°C (>50%)
COFFEE 1.1,EN_INDCi2100,C6,C6: limit warming to 3°C (>50%)
COFFEE 1.1,EN_INDCi2100_COV_NDCp,C6,C6: limit warming to 3°C (>50%)
COFFEE 1.1,EN_INDCi2100_NDCp,failed-vetting,failed-vetting
COFFEE 1.1,EN_NPi2020_1000,C4,C4: limit warming to 2°C (>50%)
COFFEE 1.1,EN_NPi2020_1000_COV,failed-vetting,failed-vetting
COFFEE 1.1,EN_NPi2020_1000f,C5,C5: limit warming to 2.5°C (>50%)
COFFEE 1.1,EN_NPi2020_1000f_COV,failed-vetting,failed-vetting
COFFEE 1.1,EN_NPi2020_1200,C4,C4: limit warming to 2°C (>50%)
COFFEE 1.1,EN_NPi2020_1200f,C5,C5: limit warming to 2.5°C (>50%)
COFFEE 1.1,EN_NPi2020_1400,C5,C5: limit warming to 2.5°C (>50%)
COFFEE 1.1,EN_NPi2020_1400f,C5,C5: limit warming to 2.5°C (>50%)
COFFEE 1.1,EN_NPi2020_1600,C5,C5: limit warming to 2.5°C (>50%)
COFFEE 1.1,EN_NPi2020_1600f,C5,C5: limit warming to 2.5°C (>50%)
COFFEE 1.1,EN_NPi2020_1800,C5,C5: limit warming to 2.5°C (>50%)
COFFEE 1.1,EN_NPi2020_1800f,C5,C5: limit warming to 2.5°C (>50%)
COFFEE 1.1,EN_NPi2020_2000,C5,C5: limit warming to 2.5°C (>50%)
COFFEE 1.1,EN_NPi2020_2000f,C5,C5: limit warming to 2.5°C (>50%)
COFFEE 1.1,EN_NPi2020_2500,C6,C6: limit warming to 3°C (>50%)
COFFEE 1.1,EN_NPi2020_2500f,C6,C6: limit warming to 3°C (>50%)
